accession,organism,taxon
AXNV01000055.1,Fusobacterium nucleatum CTI-6,1316587
AXNU01000059.1,Fusobacterium nucleatum CTI-7,1316588
AXNV01000056.1,Fusobacterium nucleatum CTI-6,1316587
AXNU01000060.1,Fusobacterium nucleatum CTI-7,1316588
AXNV01000057.1,Fusobacterium nucleatum CTI-6,1316587
AXNU01000061.1,Fusobacterium nucleatum CTI-7,1316588
AXNV01000058.1,Fusobacterium nucleatum CTI-6,1316587
AXNU01000062.1,Fusobacterium nucleatum CTI-7,1316588
AXNV01000059.1,Fusobacterium nucleatum CTI-6,1316587
AXNU01000063.1,Fusobacterium nucleatum CTI-7,1316588
AXNV01000060.1,Fusobacterium nucleatum CTI-6,1316587
AXNU01000064.1,Fusobacterium nucleatum CTI-7,1316588
AXNV01000061.1,Fusobacterium nucleatum CTI-6,1316587
AXNU01000065.1,Fusobacterium nucleatum CTI-7,1316588
AXNV01000062.1,Fusobacterium nucleatum CTI-6,1316587
AXNU01000066.1,Fusobacterium nucleatum CTI-7,1316588
AXNV01000063.1,Fusobacterium nucleatum CTI-6,1316587
AXNU01000067.1,Fusobacterium nucleatum CTI-7,1316588
AXNV01000064.1,Fusobacterium nucleatum CTI-6,1316587
AXNU01000068.1,Fusobacterium nucleatum CTI-7,1316588
AXNV01000065.1,Fusobacterium nucleatum CTI-6,1316587
AXNU01000069.1,Fusobacterium nucleatum CTI-7,1316588
AXNV01000066.1,Fusobacterium nucleatum CTI-6,1316587
AXNU01000070.1,Fusobacterium nucleatum CTI-7,1316588
AXNV01000067.1,Fusobacterium nucleatum CTI-6,1316587
AXNU01000071.1,Fusobacterium nucleatum CTI-7,1316588
AXNV01000068.1,Fusobacterium nucleatum CTI-6,1316587
AXNV01000069.1,Fusobacterium nucleatum CTI-6,1316587
AXNU01000072.1,Fusobacterium nucleatum CTI-7,1316588
AXNV01000070.1,Fusobacterium nucleatum CTI-6,1316587
AXNU01000073.1,Fusobacterium nucleatum CTI-7,1316588
AXNV01000071.1,Fusobacterium nucleatum CTI-6,1316587
AXNU01000074.1,Fusobacterium nucleatum CTI-7,1316588
AXNV01000072.1,Fusobacterium nucleatum CTI-6,1316587
AXNU01000075.1,Fusobacterium nucleatum CTI-7,1316588
AXNV01000073.1,Fusobacterium nucleatum CTI-6,1316587
AXNV01000074.1,Fusobacterium nucleatum CTI-6,1316587
AXNV01000075.1,Fusobacterium nucleatum CTI-6,1316587
AXNV01000076.1,Fusobacterium nucleatum CTI-6,1316587
AXNU01000076.1,Fusobacterium nucleatum CTI-7,1316588
AXNV01000077.1,Fusobacterium nucleatum CTI-6,1316587
AXNV01000078.1,Fusobacterium nucleatum CTI-6,1316587
AXNV01000079.1,Fusobacterium nucleatum CTI-6,1316587
AXNY01000001.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000002.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000003.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000004.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000005.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000006.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000007.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000008.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000009.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000010.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000011.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000012.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000013.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000014.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000015.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000016.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000017.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000018.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000019.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000020.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000021.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000022.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000023.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000024.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000025.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000026.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000027.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000028.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000029.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000030.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000031.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000032.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000033.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000034.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000035.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000036.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000037.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000038.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000039.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000040.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000041.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000042.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000043.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000044.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000045.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000046.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000047.1,Fusobacterium nucleatum CTI-2,1204475
AXNZ01000001.1,Fusobacterium nucleatum CTI-1,1204474
AXNY01000048.1,Fusobacterium nucleatum CTI-2,1204475
AXNZ01000002.1,Fusobacterium nucleatum CTI-1,1204474
AXNY01000049.1,Fusobacterium nucleatum CTI-2,1204475
AXNZ01000003.1,Fusobacterium nucleatum CTI-1,1204474
AXNZ01000004.1,Fusobacterium nucleatum CTI-1,1204474
AXNY01000050.1,Fusobacterium nucleatum CTI-2,1204475
AXNZ01000005.1,Fusobacterium nucleatum CTI-1,1204474
AXNY01000051.1,Fusobacterium nucleatum CTI-2,1204475
AXNZ01000006.1,Fusobacterium nucleatum CTI-1,1204474
AXNY01000052.1,Fusobacterium nucleatum CTI-2,1204475
AXNZ01000007.1,Fusobacterium nucleatum CTI-1,1204474
AXNY01000053.1,Fusobacterium nucleatum CTI-2,1204475
AXNZ01000008.1,Fusobacterium nucleatum CTI-1,1204474
AXNY01000054.1,Fusobacterium nucleatum CTI-2,1204475
AXNZ01000009.1,Fusobacterium nucleatum CTI-1,1204474
AXNY01000055.1,Fusobacterium nucleatum CTI-2,1204475
AXNZ01000010.1,Fusobacterium nucleatum CTI-1,1204474
AXNY01000056.1,Fusobacterium nucleatum CTI-2,1204475
AXNZ01000011.1,Fusobacterium nucleatum CTI-1,1204474
AXNY01000057.1,Fusobacterium nucleatum CTI-2,1204475
AXNZ01000012.1,Fusobacterium nucleatum CTI-1,1204474
AXNY01000058.1,Fusobacterium nucleatum CTI-2,1204475
AXNZ01000013.1,Fusobacterium nucleatum CTI-1,1204474
AXNY01000059.1,Fusobacterium nucleatum CTI-2,1204475
AXNZ01000014.1,Fusobacterium nucleatum CTI-1,1204474
AXNY01000060.1,Fusobacterium nucleatum CTI-2,1204475
AXNZ01000015.1,Fusobacterium nucleatum CTI-1,1204474
AXNY01000061.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000062.1,Fusobacterium nucleatum CTI-2,1204475
AXNZ01000016.1,Fusobacterium nucleatum CTI-1,1204474
AXNY01000063.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000064.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000065.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000066.1,Fusobacterium nucleatum CTI-2,1204475
AXNZ01000017.1,Fusobacterium nucleatum CTI-1,1204474
AXNY01000067.1,Fusobacterium nucleatum CTI-2,1204475
AXNZ01000018.1,Fusobacterium nucleatum CTI-1,1204474
AXNY01000068.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000069.1,Fusobacterium nucleatum CTI-2,1204475
AXNZ01000019.1,Fusobacterium nucleatum CTI-1,1204474
AXNY01000070.1,Fusobacterium nucleatum CTI-2,1204475
AXNZ01000020.1,Fusobacterium nucleatum CTI-1,1204474
AXNY01000071.1,Fusobacterium nucleatum CTI-2,1204475
AXNZ01000021.1,Fusobacterium nucleatum CTI-1,1204474
AXNY01000072.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000073.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000074.1,Fusobacterium nucleatum CTI-2,1204475
AXNZ01000022.1,Fusobacterium nucleatum CTI-1,1204474
AXNY01000075.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000076.1,Fusobacterium nucleatum CTI-2,1204475
AXNY01000077.1,Fusobacterium nucleatum CTI-2,1204475
AXNZ01000023.1,Fusobacterium nucleatum CTI-1,1204474
AXNY01000078.1,Fusobacterium nucleatum CTI-2,1204475
AXNZ01000024.1,Fusobacterium nucleatum CTI-1,1204474
AXNY01000079.1,Fusobacterium nucleatum CTI-2,1204475
AXNZ01000025.1,Fusobacterium nucleatum CTI-1,1204474
AXNY01000080.1,Fusobacterium nucleatum CTI-2,1204475
AXNZ01000026.1,Fusobacterium nucleatum CTI-1,1204474
AXNY01000081.1,Fusobacterium nucleatum CTI-2,1204475
AXNZ01000027.1,Fusobacterium nucleatum CTI-1,1204474
AXNY01000082.1,Fusobacterium nucleatum CTI-2,1204475
AXNZ01000028.1,Fusobacterium nucleatum CTI-1,1204474
AXNY01000083.1,Fusobacterium nucleatum CTI-2,1204475
AXNW01000001.1,Fusobacterium nucleatum CTI-5,1316586
AXNW01000002.1,Fusobacterium nucleatum CTI-5,1316586
AXNW01000003.1,Fusobacterium nucleatum CTI-5,1316586
AXNX01000001.1,Fusobacterium nucleatum CTI-3,1204476
AXNW01000004.1,Fusobacterium nucleatum CTI-5,1316586
AXNX01000002.1,Fusobacterium nucleatum CTI-3,1204476
AXNW01000005.1,Fusobacterium nucleatum CTI-5,1316586
AXNX01000003.1,Fusobacterium nucleatum CTI-3,1204476
AXNW01000006.1,Fusobacterium nucleatum CTI-5,1316586
AXNX01000004.1,Fusobacterium nucleatum CTI-3,1204476
AXNW01000007.1,Fusobacterium nucleatum CTI-5,1316586
AXNX01000005.1,Fusobacterium nucleatum CTI-3,1204476
AXNW01000008.1,Fusobacterium nucleatum CTI-5,1316586
AXNX01000006.1,Fusobacterium nucleatum CTI-3,1204476
AXNW01000009.1,Fusobacterium nucleatum CTI-5,1316586
AXNX01000007.1,Fusobacterium nucleatum CTI-3,1204476
AXNX01000008.1,Fusobacterium nucleatum CTI-3,1204476
AXNW01000010.1,Fusobacterium nucleatum CTI-5,1316586
AXNX01000009.1,Fusobacterium nucleatum CTI-3,1204476
AXNX01000010.1,Fusobacterium nucleatum CTI-3,1204476
AXNW01000011.1,Fusobacterium nucleatum CTI-5,1316586
AXNW01000012.1,Fusobacterium nucleatum CTI-5,1316586
AXNX01000011.1,Fusobacterium nucleatum CTI-3,1204476
AXNW01000013.1,Fusobacterium nucleatum CTI-5,1316586
AXNX01000012.1,Fusobacterium nucleatum CTI-3,1204476
AXNW01000014.1,Fusobacterium nucleatum CTI-5,1316586
AXNX01000013.1,Fusobacterium nucleatum CTI-3,1204476
AXNX01000014.1,Fusobacterium nucleatum CTI-3,1204476
AXNW01000015.1,Fusobacterium nucleatum CTI-5,1316586
AXNX01000015.1,Fusobacterium nucleatum CTI-3,1204476
AXNX01000016.1,Fusobacterium nucleatum CTI-3,1204476
AXNW01000016.1,Fusobacterium nucleatum CTI-5,1316586
AXNX01000017.1,Fusobacterium nucleatum CTI-3,1204476
AXNX01000018.1,Fusobacterium nucleatum CTI-3,1204476
AXNW01000017.1,Fusobacterium nucleatum CTI-5,1316586
AXNX01000019.1,Fusobacterium nucleatum CTI-3,1204476
AXNX01000020.1,Fusobacterium nucleatum CTI-3,1204476
AXNW01000018.1,Fusobacterium nucleatum CTI-5,1316586
AXNX01000021.1,Fusobacterium nucleatum CTI-3,1204476
AXNW01000019.1,Fusobacterium nucleatum CTI-5,1316586
AXNW01000020.1,Fusobacterium nucleatum CTI-5,1316586
AXNX01000022.1,Fusobacterium nucleatum CTI-3,1204476
AXNW01000021.1,Fusobacterium nucleatum CTI-5,1316586
AXNW01000022.1,Fusobacterium nucleatum CTI-5,1316586
AXNW01000023.1,Fusobacterium nucleatum CTI-5,1316586
AXNW01000024.1,Fusobacterium nucleatum CTI-5,1316586
AXNW01000025.1,Fusobacterium nucleatum CTI-5,1316586
AXNW01000026.1,Fusobacterium nucleatum CTI-5,1316586
AXNW01000027.1,Fusobacterium nucleatum CTI-5,1316586
AXNW01000028.1,Fusobacterium nucleatum CTI-5,1316586
AXNW01000029.1,Fusobacterium nucleatum CTI-5,1316586
AXNW01000030.1,Fusobacterium nucleatum CTI-5,1316586
AXNW01000031.1,Fusobacterium nucleatum CTI-5,1316586
AXNW01000032.1,Fusobacterium nucleatum CTI-5,1316586
AXNW01000033.1,Fusobacterium nucleatum CTI-5,1316586
AXNW01000034.1,Fusobacterium nucleatum CTI-5,1316586
AXNW01000035.1,Fusobacterium nucleatum CTI-5,1316586
AXNW01000036.1,Fusobacterium nucleatum CTI-5,1316586
AXNW01000037.1,Fusobacterium nucleatum CTI-5,1316586
AXNW01000038.1,Fusobacterium nucleatum CTI-5,1316586
AXNW01000039.1,Fusobacterium nucleatum CTI-5,1316586
AXNW01000040.1,Fusobacterium nucleatum CTI-5,1316586
AXNW01000041.1,Fusobacterium nucleatum CTI-5,1316586
AXNW01000042.1,Fusobacterium nucleatum CTI-5,1316586
AXNW01000043.1,Fusobacterium nucleatum CTI-5,1316586
AXNW01000044.1,Fusobacterium nucleatum CTI-5,1316586
AXNW01000045.1,Fusobacterium nucleatum CTI-5,1316586
AXLU01000001.1,Corynebacterium sp. KPL1859,1203566
AXLU01000002.1,Corynebacterium sp. KPL1859,1203566
AXLU01000003.1,Corynebacterium sp. KPL1859,1203566
AXLU01000004.1,Corynebacterium sp. KPL1859,1203566
AXLU01000005.1,Corynebacterium sp. KPL1859,1203566
AXLU01000006.1,Corynebacterium sp. KPL1859,1203566
AXLU01000007.1,Corynebacterium sp. KPL1859,1203566
AXLU01000008.1,Corynebacterium sp. KPL1859,1203566
AXLU01000009.1,Corynebacterium sp. KPL1859,1203566
AXLU01000010.1,Corynebacterium sp. KPL1859,1203566
AXLU01000011.1,Corynebacterium sp. KPL1859,1203566
AXLU01000012.1,Corynebacterium sp. KPL1859,1203566
AXLU01000013.1,Corynebacterium sp. KPL1859,1203566
AXLU01000014.1,Corynebacterium sp. KPL1859,1203566
AXLU01000015.1,Corynebacterium sp. KPL1859,1203566
AXLV01000001.1,Corynebacterium sp. KPL1857,1203564
AXLU01000016.1,Corynebacterium sp. KPL1859,1203566
AXLU01000017.1,Corynebacterium sp. KPL1859,1203566
AXLV01000002.1,Corynebacterium sp. KPL1857,1203564
AXLU01000018.1,Corynebacterium sp. KPL1859,1203566
AXLV01000003.1,Corynebacterium sp. KPL1857,1203564
AXLU01000019.1,Corynebacterium sp. KPL1859,1203566
AXLU01000020.1,Corynebacterium sp. KPL1859,1203566
AXLU01000021.1,Corynebacterium sp. KPL1859,1203566
AXLV01000004.1,Corynebacterium sp. KPL1857,1203564
AXLU01000022.1,Corynebacterium sp. KPL1859,1203566
AXLU01000023.1,Corynebacterium sp. KPL1859,1203566
AXLV01000005.1,Corynebacterium sp. KPL1857,1203564
AXLU01000024.1,Corynebacterium sp. KPL1859,1203566
AXLU01000025.1,Corynebacterium sp. KPL1859,1203566
AXLU01000026.1,Corynebacterium sp. KPL1859,1203566
AXLV01000006.1,Corynebacterium sp. KPL1857,1203564
AXLU01000027.1,Corynebacterium sp. KPL1859,1203566
AXLV01000007.1,Corynebacterium sp. KPL1857,1203564
AXLN01000001.1,Corynebacterium sp. KPL2004,1203632
AXLU01000028.1,Corynebacterium sp. KPL1859,1203566
AXLV01000008.1,Corynebacterium sp. KPL1857,1203564
AXLN01000002.1,Corynebacterium sp. KPL2004,1203632
AXLU01000029.1,Corynebacterium sp. KPL1859,1203566
AXLN01000003.1,Corynebacterium sp. KPL2004,1203632
AXLO01000001.1,Corynebacterium sp. KPL1998,1203627
AXLR01000001.1,Corynebacterium sp. KPL1989,1203622
AXLN01000004.1,Corynebacterium sp. KPL2004,1203632
AXLO01000002.1,Corynebacterium sp. KPL1998,1203627
AXLR01000002.1,Corynebacterium sp. KPL1989,1203622
AXLN01000005.1,Corynebacterium sp. KPL2004,1203632
AXLO01000003.1,Corynebacterium sp. KPL1998,1203627
AXLR01000003.1,Corynebacterium sp. KPL1989,1203622
AXLR01000004.1,Corynebacterium sp. KPL1989,1203622
AXLN01000006.1,Corynebacterium sp. KPL2004,1203632
AXLO01000004.1,Corynebacterium sp. KPL1998,1203627
AXLR01000005.1,Corynebacterium sp. KPL1989,1203622
AXLN01000007.1,Corynebacterium sp. KPL2004,1203632
AXLR01000006.1,Corynebacterium sp. KPL1989,1203622
AXLN01000008.1,Corynebacterium sp. KPL2004,1203632
AXLN01000009.1,Corynebacterium sp. KPL2004,1203632
AXLO01000005.1,Corynebacterium sp. KPL1998,1203627
AXLN01000010.1,Corynebacterium sp. KPL2004,1203632
AXLO01000006.1,Corynebacterium sp. KPL1998,1203627
AXLN01000011.1,Corynebacterium sp. KPL2004,1203632
AXLN01000012.1,Corynebacterium sp. KPL2004,1203632
AXLN01000013.1,Corynebacterium sp. KPL2004,1203632
AXMJ01000001.1,Propionibacterium sp. KPL1852,1203576
AXMJ01000002.1,Propionibacterium sp. KPL1852,1203576
AXMJ01000003.1,Propionibacterium sp. KPL1852,1203576
AXMJ01000004.1,Propionibacterium sp. KPL1852,1203576
AXMK01000001.1,Propionibacterium sp. KPL1849,1203575
AXMJ01000005.1,Propionibacterium sp. KPL1852,1203576
AXMJ01000006.1,Propionibacterium sp. KPL1852,1203576
AXMK01000002.1,Propionibacterium sp. KPL1849,1203575
AXMJ01000007.1,Propionibacterium sp. KPL1852,1203576
AXMC01000001.1,Corynebacterium sp. KPL1814,1203557
AXMC01000002.1,Corynebacterium sp. KPL1814,1203557
AXMC01000003.1,Corynebacterium sp. KPL1814,1203557
AXMC01000004.1,Corynebacterium sp. KPL1814,1203557
AXMC01000005.1,Corynebacterium sp. KPL1814,1203557
AXMC01000006.1,Corynebacterium sp. KPL1814,1203557
AXMC01000007.1,Corynebacterium sp. KPL1814,1203557
AXMC01000008.1,Corynebacterium sp. KPL1814,1203557
AXMC01000009.1,Corynebacterium sp. KPL1814,1203557
AXMC01000010.1,Corynebacterium sp. KPL1814,1203557
AXMC01000011.1,Corynebacterium sp. KPL1814,1203557
AXMC01000012.1,Corynebacterium sp. KPL1814,1203557
AXMC01000013.1,Corynebacterium sp. KPL1814,1203557
AXMC01000014.1,Corynebacterium sp. KPL1814,1203557
AXMB01000001.1,Corynebacterium sp. KPL1817,1203558
AXMC01000015.1,Corynebacterium sp. KPL1814,1203557
AXMC01000016.1,Corynebacterium sp. KPL1814,1203557
AXMB01000002.1,Corynebacterium sp. KPL1817,1203558
AXMC01000017.1,Corynebacterium sp. KPL1814,1203557
AXMA01000001.1,Corynebacterium sp. KPL1818,1203559
AXMB01000003.1,Corynebacterium sp. KPL1817,1203558
AXMC01000018.1,Corynebacterium sp. KPL1814,1203557
AXMC01000019.1,Corynebacterium sp. KPL1814,1203557
AXMB01000004.1,Corynebacterium sp. KPL1817,1203558
AXMA01000002.1,Corynebacterium sp. KPL1818,1203559
AXMC01000020.1,Corynebacterium sp. KPL1814,1203557
AXMB01000005.1,Corynebacterium sp. KPL1817,1203558
AXMC01000021.1,Corynebacterium sp. KPL1814,1203557
AXMB01000006.1,Corynebacterium sp. KPL1817,1203558
AXMC01000022.1,Corynebacterium sp. KPL1814,1203557
AXMA01000003.1,Corynebacterium sp. KPL1818,1203559
AXMB01000007.1,Corynebacterium sp. KPL1817,1203558
AXMC01000023.1,Corynebacterium sp. KPL1814,1203557
AXMC01000024.1,Corynebacterium sp. KPL1814,1203557
AXMA01000004.1,Corynebacterium sp. KPL1818,1203559
AXMC01000025.1,Corynebacterium sp. KPL1814,1203557
AXMA01000005.1,Corynebacterium sp. KPL1818,1203559
AXMA01000006.1,Corynebacterium sp. KPL1818,1203559
AXMA01000007.1,Corynebacterium sp. KPL1818,1203559
AXMC01000026.1,Corynebacterium sp. KPL1814,1203557
AXMB01000008.1,Corynebacterium sp. KPL1817,1203558
AXMA01000008.1,Corynebacterium sp. KPL1818,1203559
AXMB01000009.1,Corynebacterium sp. KPL1817,1203558
AXMB01000010.1,Corynebacterium sp. KPL1817,1203558
AXMB01000011.1,Corynebacterium sp. KPL1817,1203558
AXMB01000012.1,Corynebacterium sp. KPL1817,1203558
AXMA01000009.1,Corynebacterium sp. KPL1818,1203559
AXLX01000001.1,Corynebacterium sp. KPL1855,1203562
AXMB01000013.1,Corynebacterium sp. KPL1817,1203558
AXLX01000002.1,Corynebacterium sp. KPL1855,1203562
AXMB01000014.1,Corynebacterium sp. KPL1817,1203558
AXMA01000010.1,Corynebacterium sp. KPL1818,1203559
AXMB01000015.1,Corynebacterium sp. KPL1817,1203558
AXLX01000003.1,Corynebacterium sp. KPL1855,1203562
AXMA01000011.1,Corynebacterium sp. KPL1818,1203559
AXLZ01000001.1,Corynebacterium sp. KPL1821,1203560
AXLX01000004.1,Corynebacterium sp. KPL1855,1203562
AXLX01000005.1,Corynebacterium sp. KPL1855,1203562
AXMA01000012.1,Corynebacterium sp. KPL1818,1203559
AXLZ01000002.1,Corynebacterium sp. KPL1821,1203560
AXLX01000006.1,Corynebacterium sp. KPL1855,1203562
AXMA01000013.1,Corynebacterium sp. KPL1818,1203559
AXMA01000014.1,Corynebacterium sp. KPL1818,1203559
AXLZ01000003.1,Corynebacterium sp. KPL1821,1203560
AXLX01000007.1,Corynebacterium sp. KPL1855,1203562
AXLZ01000004.1,Corynebacterium sp. KPL1821,1203560
AXLZ01000005.1,Corynebacterium sp. KPL1821,1203560
AXMA01000015.1,Corynebacterium sp. KPL1818,1203559
AXLX01000008.1,Corynebacterium sp. KPL1855,1203562
AXLZ01000006.1,Corynebacterium sp. KPL1821,1203560
AXLX01000009.1,Corynebacterium sp. KPL1855,1203562
AXLZ01000007.1,Corynebacterium sp. KPL1821,1203560
AXLY01000001.1,Corynebacterium sp. KPL1824,1203561
AXLX01000010.1,Corynebacterium sp. KPL1855,1203562
AXLZ01000008.1,Corynebacterium sp. KPL1821,1203560
AXLZ01000009.1,Corynebacterium sp. KPL1821,1203560
AXLX01000011.1,Corynebacterium sp. KPL1855,1203562
AXLZ01000010.1,Corynebacterium sp. KPL1821,1203560
AXLY01000002.1,Corynebacterium sp. KPL1824,1203561
AXLX01000012.1,Corynebacterium sp. KPL1855,1203562
AXLZ01000011.1,Corynebacterium sp. KPL1821,1203560
AXLX01000013.1,Corynebacterium sp. KPL1855,1203562
AXLX01000014.1,Corynebacterium sp. KPL1855,1203562
AXLX01000015.1,Corynebacterium sp. KPL1855,1203562
AXLZ01000012.1,Corynebacterium sp. KPL1821,1203560
AXLX01000016.1,Corynebacterium sp. KPL1855,1203562
AXLX01000017.1,Corynebacterium sp. KPL1855,1203562
AXLZ01000013.1,Corynebacterium sp. KPL1821,1203560
AXLY01000003.1,Corynebacterium sp. KPL1824,1203561
AXLX01000018.1,Corynebacterium sp. KPL1855,1203562
AXLZ01000014.1,Corynebacterium sp. KPL1821,1203560
AXLZ01000015.1,Corynebacterium sp. KPL1821,1203560
AXLX01000019.1,Corynebacterium sp. KPL1855,1203562
AXLY01000004.1,Corynebacterium sp. KPL1824,1203561
AXLZ01000016.1,Corynebacterium sp. KPL1821,1203560
AXLY01000005.1,Corynebacterium sp. KPL1824,1203561
AXLX01000020.1,Corynebacterium sp. KPL1855,1203562
AXLZ01000017.1,Corynebacterium sp. KPL1821,1203560
AXLX01000021.1,Corynebacterium sp. KPL1855,1203562
AXLZ01000018.1,Corynebacterium sp. KPL1821,1203560
AXLY01000006.1,Corynebacterium sp. KPL1824,1203561
AXLX01000022.1,Corynebacterium sp. KPL1855,1203562
AXLY01000007.1,Corynebacterium sp. KPL1824,1203561
AXLX01000023.1,Corynebacterium sp. KPL1855,1203562
AXLY01000008.1,Corynebacterium sp. KPL1824,1203561
AXLX01000024.1,Corynebacterium sp. KPL1855,1203562
AXLW01000001.1,Corynebacterium sp. KPL1856,1203563
AXLY01000009.1,Corynebacterium sp. KPL1824,1203561
AXLX01000025.1,Corynebacterium sp. KPL1855,1203562
AXLY01000010.1,Corynebacterium sp. KPL1824,1203561
AXLX01000026.1,Corynebacterium sp. KPL1855,1203562
AXLX01000027.1,Corynebacterium sp. KPL1855,1203562
AXLX01000028.1,Corynebacterium sp. KPL1855,1203562
